file,expression,valence,arousal
Dataset\images\3464.jpg,3,0.238095,0.809524
Dataset\images\3465.jpg,6,-0.468254,0.269841
Dataset\images\3466.jpg,4,-0.105708,0.908588
Dataset\images\3467.jpg,3,0.198413,0.833333
Dataset\images\3468.jpg,2,-0.888889,-0.412698
Dataset\images\3469.jpg,2,-0.75188,-0.454261
Dataset\images\3470.jpg,3,0.275842,0.517809
Dataset\images\3471.jpg,6,-0.409585,0.731128
Dataset\images\3472.jpg,1,0.849206,0.0952381
Dataset\images\3473.jpg,0,0.00793651,0.015873
Dataset\images\3474.jpg,3,-0.0387147,0.788811
Dataset\images\3477.jpg,2,-0.750097,-0.348432
Dataset\images\3478.jpg,4,-0.115776,0.863284
Dataset\images\3479.jpg,6,-0.374445,0.844438
Dataset\images\3480.jpg,0,-0.031746,0.047619
Dataset\images\3482.jpg,1,0.380952,0.047619
Dataset\images\3483.jpg,0,-0.00793651,-0.00793651
Dataset\images\3484.jpg,7,-0.65873,0.674603
Dataset\images\3485.jpg,1,0.805781,0.55105
Dataset\images\3486.jpg,3,0.343531,0.805894
Dataset\images\3487.jpg,6,-0.711125,0.426675
Dataset\images\3488.jpg,4,-0.0952381,0.714286
Dataset\images\3489.jpg,5,-0.738784,0.447864
Dataset\images\349.jpg,1,0.430701,0.0483933
Dataset\images\3491.jpg,1,0.896825,0.293651
Dataset\images\3492.jpg,1,0.551684,0.111305
Dataset\images\3493.jpg,7,-0.50813,0.585559
Dataset\images\3494.jpg,2,-0.523809,-0.246032
Dataset\images\3496.jpg,6,-0.404762,0.690476
Dataset\images\3497.jpg,5,-0.459737,0.648471
Dataset\images\3499.jpg,6,-0.373016,0.722222
Dataset\images\35.jpg,1,0.611111,0.0873016
Dataset\images\350.jpg,1,0.416183,0.087108
Dataset\images\3500.jpg,1,0.358111,0.0
Dataset\images\3501.jpg,4,-0.087108,0.764615
Dataset\images\3502.jpg,0,0.01294,-0.0215666
Dataset\images\3503.jpg,1,0.825397,0.230159
Dataset\images\3504.jpg,6,-0.765803,0.466444
Dataset\images\3506.jpg,4,-0.101626,0.837205
Dataset\images\3507.jpg,6,-0.404762,0.833333
Dataset\images\3509.jpg,1,0.611111,0.166667
Dataset\images\351.jpg,7,-0.690476,0.619048
Dataset\images\3512.jpg,4,-0.122493,0.769407
Dataset\images\3513.jpg,4,-0.11558,0.733934
Dataset\images\3515.jpg,4,-0.029036,0.967867
Dataset\images\3517.jpg,4,-0.0873016,0.47619
Dataset\images\3518.jpg,2,-0.857143,-0.309524
Dataset\images\3519.jpg,2,-0.765579,-0.252641
Dataset\images\3521.jpg,4,-0.197195,0.576979
Dataset\images\3522.jpg,6,-0.404762,0.833333
Dataset\images\3523.jpg,6,-0.150794,0.349206
Dataset\images\3524.jpg,2,-0.460317,-0.238095
Dataset\images\3525.jpg,3,0.166113,0.727373
Dataset\images\3527.jpg,0,-0.00648172,-0.0194452
Dataset\images\3528.jpg,3,0.314872,0.785024
Dataset\images\3529.jpg,0,0.0,0.015873
Dataset\images\353.jpg,5,-0.130662,0.391986
Dataset\images\3530.jpg,6,-0.571041,0.7259
Dataset\images\3531.jpg,6,-0.116144,0.36295
Dataset\images\3533.jpg,6,-0.483164,0.816896
Dataset\images\3534.jpg,0,0.353271,-0.0967867
Dataset\images\3535.jpg,5,-0.730159,0.404762
Dataset\images\3537.jpg,6,-0.387147,0.735579
Dataset\images\3538.jpg,7,-0.329075,0.87108
Dataset\images\3539.jpg,0,0.0238095,0.0
Dataset\images\354.jpg,7,-0.338753,0.382307
Dataset\images\3541.jpg,5,-0.475687,0.241619
Dataset\images\3542.jpg,4,-0.134921,0.698413
Dataset\images\3544.jpg,4,-0.043554,0.953349
Dataset\images\3545.jpg,3,0.0819531,0.310559
Dataset\images\3546.jpg,1,0.526759,0.13169
Dataset\images\3547.jpg,6,-0.387147,0.658149
Dataset\images\3548.jpg,4,-0.0919473,0.813008
Dataset\images\3549.jpg,7,-0.634921,0.642857
Dataset\images\355.jpg,5,-0.661376,0.296296
Dataset\images\3551.jpg,5,-0.730159,0.420635
Dataset\images\3553.jpg,3,0.101626,0.885598
Dataset\images\3554.jpg,3,0.483092,0.461525
Dataset\images\3555.jpg,5,-0.666667,0.468254
Dataset\images\3556.jpg,3,0.307057,0.744991
Dataset\images\3558.jpg,6,-0.483164,0.831839
Dataset\images\356.jpg,6,-0.587302,0.404762
Dataset\images\3561.jpg,7,-0.650794,0.619048
Dataset\images\3562.jpg,6,-0.464576,0.662989
Dataset\images\3564.jpg,3,0.452381,0.873016
Dataset\images\3565.jpg,7,-0.658398,0.658398
Dataset\images\3567.jpg,5,-0.70059,0.463548
Dataset\images\357.jpg,1,0.539683,-0.00793651
Dataset\images\3570.jpg,5,-0.140341,0.353271
Dataset\images\3571.jpg,0,0.0344511,0.0459348
Dataset\images\3572.jpg,7,-0.410509,0.617924
Dataset\images\3573.jpg,3,0.329075,0.769454
Dataset\images\3574.jpg,7,-0.579365,0.65873
Dataset\images\3576.jpg,5,-0.690476,0.460317
Dataset\images\3578.jpg,5,-0.756394,0.449678
Dataset\images\3579.jpg,5,-0.587302,0.484127
Dataset\images\358.jpg,2,-0.543478,-0.207039
Dataset\images\3580.jpg,1,0.832471,0.11646
Dataset\images\3581.jpg,2,-0.674603,-0.190476
Dataset\images\3583.jpg,4,-0.15276,0.774336
Dataset\images\3584.jpg,0,-0.0967867,-0.106465
Dataset\images\3585.jpg,7,-0.429476,0.474684
Dataset\images\3586.jpg,2,-0.914634,-0.261324
Dataset\images\3587.jpg,5,-0.732195,0.532027
Dataset\images\3588.jpg,3,-0.0432115,0.591997
Dataset\images\3589.jpg,7,-0.545416,0.650304
Dataset\images\3590.jpg,7,-0.304878,0.343593
Dataset\images\3591.jpg,6,-0.65873,0.595238
Dataset\images\3593.jpg,4,-0.134921,0.785714
Dataset\images\3595.jpg,3,0.280681,0.633953
Dataset\images\3597.jpg,4,-0.238095,0.777778
Dataset\images\3598.jpg,1,0.871291,0.0819531
Dataset\images\36.jpg,3,0.224293,0.733264
Dataset\images\360.jpg,0,0.00661376,0.0
Dataset\images\3601.jpg,1,0.553097,0.0948167
Dataset\images\3602.jpg,3,0.214286,0.769841
Dataset\images\3605.jpg,4,-0.219167,0.886631
Dataset\images\3606.jpg,3,0.134921,0.571429
Dataset\images\3607.jpg,6,-0.473202,0.801953
Dataset\images\3608.jpg,4,-0.0483933,0.764615
Dataset\images\361.jpg,1,0.830654,0.206706
Dataset\images\3612.jpg,7,-0.638792,0.648471
Dataset\images\3614.jpg,7,-0.43554,0.469415
Dataset\images\3618.jpg,6,-0.523809,0.142857
Dataset\images\3619.jpg,7,-0.667828,0.648471
Dataset\images\362.jpg,1,0.505689,0.0895491
Dataset\images\3620.jpg,7,-0.401665,0.445219
Dataset\images\3623.jpg,7,-0.635431,0.635431
Dataset\images\3625.jpg,0,-0.00864229,-0.0216057
Dataset\images\3627.jpg,4,-0.224148,0.851763
Dataset\images\3629.jpg,6,-0.373016,0.142857
Dataset\images\363.jpg,5,-0.609081,0.712272
Dataset\images\3631.jpg,3,0.0677507,0.609756
Dataset\images\3632.jpg,3,-0.0370865,0.522919
Dataset\images\3633.jpg,6,-0.214286,0.380952
Dataset\images\3634.jpg,6,-0.696864,0.445219
Dataset\images\3635.jpg,6,-0.658149,0.416183
Dataset\images\3636.jpg,0,-0.347661,0.0948167
Dataset\images\3637.jpg,0,0.00793651,0.0238095
Dataset\images\3639.jpg,0,0.015873,0.0
Dataset\images\364.jpg,4,-0.0560732,0.901484
Dataset\images\3641.jpg,7,-0.525374,0.67628
Dataset\images\3642.jpg,7,-0.261324,0.556523
Dataset\images\3643.jpg,2,-0.440208,-0.31006
Dataset\images\3645.jpg,3,0.159593,0.599551
Dataset\images\3646.jpg,6,-0.33726,0.60153
Dataset\images\3648.jpg,6,-0.542005,0.667828
Dataset\images\3649.jpg,1,0.727301,0.133976
Dataset\images\365.jpg,0,0.00793651,0.015873
Dataset\images\3652.jpg,1,0.591296,0.00788395
Dataset\images\3654.jpg,0,0.00483933,0.00483933
Dataset\images\3655.jpg,1,0.68254,0.206349
Dataset\images\3656.jpg,1,0.516224,0.0948167
Dataset\images\3657.jpg,6,-0.493612,0.411343
Dataset\images\3658.jpg,5,-0.579365,0.492063
Dataset\images\3659.jpg,0,0.00793651,-0.015873
Dataset\images\366.jpg,5,-0.701703,0.421022
Dataset\images\3660.jpg,1,0.488773,0.07259
Dataset\images\3661.jpg,2,-0.880952,-0.34127
Dataset\images\3662.jpg,3,-0.488773,0.658149
Dataset\images\3663.jpg,0,0.421407,-0.226507
Dataset\images\3664.jpg,5,-0.735579,0.50813
Dataset\images\3665.jpg,1,0.28699,0.343679
Dataset\images\3666.jpg,1,0.531746,-0.0873016
Dataset\images\3668.jpg,0,0.0,0.0
Dataset\images\3669.jpg,0,0.136957,-0.431943
Dataset\images\367.jpg,6,-0.32377,0.478183
Dataset\images\3670.jpg,4,-0.126984,0.746032
Dataset\images\3671.jpg,1,0.685818,0.094893
Dataset\images\3672.jpg,4,-0.0483933,0.929152
Dataset\images\3673.jpg,5,-0.803329,0.454897
Dataset\images\3675.jpg,5,-0.666667,0.452381
Dataset\images\3676.jpg,5,-0.721061,0.648471
Dataset\images\3677.jpg,1,0.892857,0.125661
Dataset\images\3679.jpg,4,-0.108029,0.540143
Dataset\images\3680.jpg,0,0.0,-0.00793651
Dataset\images\3681.jpg,2,-0.624274,-0.232288
Dataset\images\3682.jpg,5,-0.22713,0.650063
Dataset\images\3684.jpg,5,-0.779878,0.524223
Dataset\images\3685.jpg,2,-0.452381,-0.190476
Dataset\images\3686.jpg,7,-0.603175,0.666667
Dataset\images\3687.jpg,7,-0.614595,0.633953
Dataset\images\3688.jpg,1,0.505689,0.0842815
Dataset\images\3689.jpg,2,-0.723473,-0.294748
Dataset\images\3690.jpg,2,-0.619435,-0.300039
Dataset\images\3691.jpg,3,0.230159,0.777778
Dataset\images\3692.jpg,3,0.015873,0.47619
Dataset\images\3693.jpg,3,0.384534,0.742731
Dataset\images\3696.jpg,2,-0.68254,-0.301587
Dataset\images\3697.jpg,1,0.906085,0.0595238
Dataset\images\3698.jpg,4,-0.166667,0.642857
Dataset\images\37.jpg,2,-0.769841,-0.388889
Dataset\images\370.jpg,5,-0.714286,0.412698
Dataset\images\3700.jpg,1,0.672878,0.0733264
Dataset\images\3701.jpg,7,-0.411343,0.474255
Dataset\images\3702.jpg,5,-0.730739,0.604917
Dataset\images\3703.jpg,1,0.912698,0.174603
Dataset\images\3704.jpg,0,-0.431943,0.147493
Dataset\images\3706.jpg,3,-0.116144,0.900116
Dataset\images\3707.jpg,5,-0.706349,0.404762
Dataset\images\3708.jpg,1,0.838303,0.0907441
Dataset\images\3709.jpg,6,-0.40549,0.847369
Dataset\images\371.jpg,7,-0.591463,0.619148
Dataset\images\3710.jpg,7,-0.638792,0.658149
Dataset\images\3711.jpg,4,-0.103175,0.928571
Dataset\images\3713.jpg,5,-0.777778,0.373016
Dataset\images\3714.jpg,3,0.133713,0.599551
Dataset\images\3715.jpg,5,-0.785714,0.325397
Dataset\images\3716.jpg,2,-0.404762,-0.190476
Dataset\images\3717.jpg,3,0.119048,0.587302
Dataset\images\3718.jpg,0,-0.00483933,0.00483933
Dataset\images\3719.jpg,0,0.00793651,-0.00793651
Dataset\images\372.jpg,5,-0.779133,0.421022
Dataset\images\3721.jpg,3,0.119048,0.707672
Dataset\images\3722.jpg,0,-0.0194452,-0.0324086
Dataset\images\3723.jpg,2,-0.801953,-0.283921
Dataset\images\3725.jpg,5,-0.696864,0.421022
Dataset\images\3727.jpg,1,0.658398,0.0765579
Dataset\images\3728.jpg,4,-0.111111,0.769841
Dataset\images\3729.jpg,1,0.685818,0.0992063
Dataset\images\373.jpg,5,-0.72166,0.505689
Dataset\images\3730.jpg,1,0.214286,-0.00793651
Dataset\images\3732.jpg,6,-0.377468,0.648471
Dataset\images\3733.jpg,1,0.834446,0.322652
Dataset\images\3735.jpg,0,0.0,0.0517598
Dataset\images\3738.jpg,6,-0.769069,0.426675
Dataset\images\374.jpg,7,-0.634921,0.626984
Dataset\images\3741.jpg,5,-0.809524,0.380952
Dataset\images\3745.jpg,3,0.343694,0.567842
Dataset\images\3747.jpg,3,-0.0714286,0.595238
Dataset\images\3748.jpg,4,-0.0714286,0.642857
Dataset\images\3749.jpg,3,0.043554,0.600077
Dataset\images\375.jpg,1,0.87108,-0.0193573
Dataset\images\3751.jpg,4,-0.0677507,0.958188
Dataset\images\3753.jpg,6,-0.451692,0.734956
Dataset\images\3754.jpg,5,-0.643631,0.329075
Dataset\images\3755.jpg,1,0.84127,-0.0238095
Dataset\images\3756.jpg,0,-0.338753,-0.208091
Dataset\images\3757.jpg,6,-0.348432,0.566202
Dataset\images\3758.jpg,5,-0.087108,0.222609
Dataset\images\3759.jpg,1,0.689223,0.155561
Dataset\images\376.jpg,1,0.759144,0.297619
Dataset\images\3760.jpg,0,-0.400337,0.15276
Dataset\images\3761.jpg,7,-0.595238,0.659938
Dataset\images\3762.jpg,5,-0.681366,0.478487
Dataset\images\3763.jpg,0,-0.352929,0.115887
Dataset\images\3764.jpg,2,-0.492063,-0.222222
Dataset\images\3765.jpg,6,-0.5,0.261905
Dataset\images\3766.jpg,1,0.547918,0.259016
Dataset\images\3767.jpg,4,-0.15873,0.849206
Dataset\images\3769.jpg,5,-0.7259,0.411343
Dataset\images\377.jpg,1,0.857143,0.206349
Dataset\images\3771.jpg,1,0.425861,0.058072
Dataset\images\3772.jpg,1,0.463548,0.0790139
Dataset\images\3773.jpg,3,-0.0338753,0.813008
Dataset\images\3774.jpg,3,0.166667,0.904762
Dataset\images\3777.jpg,2,-0.774293,-0.358111
Dataset\images\3779.jpg,2,-0.283035,-0.244145
Dataset\images\378.jpg,3,0.493612,0.837205
Dataset\images\3780.jpg,7,-0.510923,0.546159
Dataset\images\3783.jpg,3,0.295199,0.590399
Dataset\images\3786.jpg,3,0.260297,0.792375
Dataset\images\3788.jpg,4,-0.0822687,0.575881
Dataset\images\379.jpg,2,-0.214286,-0.301587
Dataset\images\3791.jpg,4,-0.159394,0.891612
Dataset\images\3792.jpg,6,-0.365079,0.301587
Dataset\images\3794.jpg,7,-0.142857,0.611111
Dataset\images\3795.jpg,2,-0.720324,-0.293306
Dataset\images\3797.jpg,1,0.927096,-0.0790139
Dataset\images\3798.jpg,1,0.779133,0.116144
Dataset\images\38.jpg,5,-0.698413,0.47619
Dataset\images\380.jpg,6,-0.373016,0.761905
Dataset\images\3802.jpg,3,0.306232,0.842137
Dataset\images\3803.jpg,3,0.358637,0.612672
Dataset\images\3804.jpg,4,-0.112146,0.866977
Dataset\images\3805.jpg,6,-0.380952,0.769841
Dataset\images\3806.jpg,3,0.232288,0.633953
Dataset\images\3808.jpg,3,-0.43554,0.658149
Dataset\images\381.jpg,5,-0.584283,0.489337
Dataset\images\3810.jpg,0,0.00967867,0.00483933
Dataset\images\3811.jpg,6,-0.469415,0.817847
Dataset\images\3812.jpg,7,-0.648471,0.65331
Dataset\images\3813.jpg,6,-0.740418,0.493612
Dataset\images\3814.jpg,5,-0.71731,0.283035
Dataset\images\3817.jpg,2,-0.586611,-0.159593
Dataset\images\3818.jpg,6,-0.15528,0.366632
Dataset\images\3819.jpg,0,-0.0634921,-0.00793651
Dataset\images\382.jpg,7,-0.633953,0.643631
Dataset\images\3820.jpg,0,0.015873,0.0238095
Dataset\images\3821.jpg,6,-0.34127,0.68254
Dataset\images\3822.jpg,5,-0.735579,0.425861
Dataset\images\3823.jpg,7,-0.642857,0.626984
Dataset\images\3824.jpg,0,0.0560732,-0.00431332
Dataset\images\3825.jpg,6,-0.301587,0.253968
Dataset\images\3826.jpg,0,0.343593,-0.0774293
Dataset\images\3827.jpg,1,0.698413,-0.531746
Dataset\images\3828.jpg,4,0.246806,0.764615
Dataset\images\3829.jpg,7,-0.555556,0.634921
Dataset\images\383.jpg,6,-0.406504,0.793651
Dataset\images\3830.jpg,6,-0.412698,0.833333
Dataset\images\3831.jpg,4,-0.179055,0.779133
Dataset\images\3833.jpg,6,-0.15528,0.392512
Dataset\images\3834.jpg,3,-0.026338,0.869153
Dataset\images\3835.jpg,5,-0.179055,0.425861
Dataset\images\3838.jpg,3,0.0338753,0.687185
Dataset\images\3839.jpg,4,-0.0193573,0.919473
Dataset\images\384.jpg,1,0.532027,0.13169
Dataset\images\3840.jpg,3,0.474255,0.774293
Dataset\images\3842.jpg,3,0.203252,0.575881
Dataset\images\3843.jpg,3,0.416183,0.750097
Dataset\images\3844.jpg,3,0.126984,0.619048
Dataset\images\3846.jpg,1,0.619435,0.07259
Dataset\images\3847.jpg,6,-0.478183,0.806934
Dataset\images\385.jpg,4,-0.119546,0.846782
Dataset\images\3850.jpg,4,-0.0774293,0.716221
Dataset\images\3853.jpg,2,-0.198413,-0.365079
Dataset\images\3854.jpg,1,0.920635,0.269841
Dataset\images\3855.jpg,3,0.295199,0.740418
Dataset\images\3856.jpg,0,-0.0677507,-0.0677507
Dataset\images\3858.jpg,6,-0.246032,0.563492
Dataset\images\3859.jpg,7,-0.643631,0.648471
Dataset\images\386.jpg,6,-0.11646,0.362319
Dataset\images\3861.jpg,0,0.181159,-0.0215666
Dataset\images\3865.jpg,7,-0.65261,0.645439
Dataset\images\3866.jpg,4,-0.087108,0.764615
Dataset\images\3867.jpg,5,-0.642558,0.478183
Dataset\images\3869.jpg,1,0.905332,0.149701
Dataset\images\387.jpg,1,0.787778,0.218967
Dataset\images\3870.jpg,3,0.21777,0.600077
Dataset\images\3871.jpg,6,-0.492611,0.764843
Dataset\images\3872.jpg,2,-0.805702,-0.263403
Dataset\images\3873.jpg,5,-0.745257,0.493612
Dataset\images\3874.jpg,4,-0.142857,0.825397
Dataset\images\3875.jpg,4,-0.058072,0.677507
Dataset\images\3876.jpg,3,0.134921,0.738095
Dataset\images\3877.jpg,1,0.842044,-0.232288
Dataset\images\3878.jpg,3,-0.043554,0.774293
Dataset\images\3879.jpg,5,-0.714286,0.444444
Dataset\images\388.jpg,7,-0.667828,0.682346
Dataset\images\3880.jpg,6,-0.411343,0.687185
Dataset\images\3881.jpg,7,-0.65261,0.666954
Dataset\images\3882.jpg,6,-0.716393,0.421407
Dataset\images\3883.jpg,4,-0.043554,0.885598
Dataset\images\3884.jpg,5,-0.592748,0.473202
Dataset\images\3885.jpg,6,-0.620085,0.624406
Dataset\images\3886.jpg,4,-0.147493,0.811209
Dataset\images\3887.jpg,1,0.909795,0.125823
Dataset\images\3888.jpg,4,-0.156829,0.627317
Dataset\images\3889.jpg,2,-0.18254,-0.349206
Dataset\images\389.jpg,5,-0.754936,0.396825
Dataset\images\3890.jpg,6,-0.420928,0.813449
Dataset\images\3891.jpg,1,0.674603,-0.111111
Dataset\images\3893.jpg,3,0.15873,0.833333
Dataset\images\3897.jpg,3,0.174603,0.738095
Dataset\images\3898.jpg,3,0.00793651,0.261905
Dataset\images\3899.jpg,1,0.539683,0.00793651
Dataset\images\390.jpg,2,-0.278714,-0.164204
Dataset\images\3900.jpg,0,0.0,0.0
Dataset\images\3902.jpg,5,-0.738095,0.428571
Dataset\images\3904.jpg,6,-0.436508,0.0634921
Dataset\images\3905.jpg,0,-0.0555556,-0.0714286
Dataset\images\3906.jpg,4,-0.0873016,0.698413
Dataset\images\3907.jpg,0,0.00765579,0.00765579
Dataset\images\3908.jpg,2,-0.88165,-0.194262
Dataset\images\391.jpg,3,0.253968,0.47619
Dataset\images\3910.jpg,0,-0.0071286,-0.0071286
Dataset\images\3912.jpg,1,0.767771,0.0905797
Dataset\images\3913.jpg,6,-0.258799,0.556418
Dataset\images\3916.jpg,3,0.222222,0.928571
Dataset\images\3917.jpg,5,-0.716221,0.421022
Dataset\images\3920.jpg,1,0.789337,0.112146
Dataset\images\3921.jpg,0,-0.014518,0.00967867
Dataset\images\3922.jpg,7,-0.547389,0.593324
Dataset\images\3925.jpg,4,-0.106293,0.793651
Dataset\images\3926.jpg,6,-0.373016,0.896825
Dataset\images\3927.jpg,4,-0.111111,0.865079
Dataset\images\3929.jpg,0,0.00793651,0.00793651
Dataset\images\393.jpg,0,0.0677507,-0.00483933
Dataset\images\3930.jpg,6,-0.244145,0.477487
Dataset\images\3931.jpg,0,-0.0194452,-0.0194452
Dataset\images\3932.jpg,2,-0.492063,-0.206349
Dataset\images\3933.jpg,5,-0.734956,0.45552
Dataset\images\3934.jpg,6,-0.208091,0.469415
Dataset\images\3935.jpg,2,-0.681391,-0.0156642
Dataset\images\3936.jpg,0,0.00793651,0.0238095
Dataset\images\3937.jpg,0,-0.0555556,-0.015873
Dataset\images\3938.jpg,2,-0.904762,-0.325397
Dataset\images\3939.jpg,5,-0.365079,0.230159
Dataset\images\394.jpg,4,-0.07259,0.759775
Dataset\images\3940.jpg,5,-0.701058,0.443122
Dataset\images\3943.jpg,2,-0.647539,-0.229129
Dataset\images\3946.jpg,2,-0.772066,-0.204224
Dataset\images\3948.jpg,2,-0.735579,-0.261324
Dataset\images\3949.jpg,7,-0.445219,0.498451
Dataset\images\395.jpg,4,-0.047619,0.547619
Dataset\images\3952.jpg,2,-0.896825,-0.246032
Dataset\images\3953.jpg,6,-0.349206,0.928571
Dataset\images\3954.jpg,4,-0.194262,0.861725
Dataset\images\3955.jpg,6,-0.413429,0.821877
Dataset\images\3957.jpg,0,-0.014518,-0.00483933
Dataset\images\396.jpg,7,-0.534045,0.593384
Dataset\images\3960.jpg,3,-0.174603,0.857143
Dataset\images\3961.jpg,3,0.214286,0.825397
Dataset\images\3963.jpg,7,-0.658449,0.663717
Dataset\images\3964.jpg,5,-0.597729,0.478183
Dataset\images\3965.jpg,1,0.746032,-0.126984
Dataset\images\3966.jpg,7,-0.690476,0.634921
Dataset\images\3967.jpg,2,-0.0952381,-0.531746
Dataset\images\3968.jpg,2,-0.761905,-0.31746
Dataset\images\397.jpg,3,-0.0632111,0.879688
Dataset\images\3971.jpg,7,-0.174216,0.222609
Dataset\images\3972.jpg,3,0.0992063,0.358005
Dataset\images\3974.jpg,7,-0.595238,0.667828
Dataset\images\3975.jpg,2,-0.246032,-0.103175
Dataset\images\3976.jpg,3,0.366632,0.823844
Dataset\images\3978.jpg,7,-0.626984,0.642857
Dataset\images\398.jpg,5,-0.7259,0.382307
Dataset\images\3981.jpg,3,-0.0210704,0.900759
Dataset\images\3982.jpg,2,-0.365079,-0.150794
Dataset\images\3983.jpg,7,-0.425861,0.488773
Dataset\images\3984.jpg,3,0.0952381,0.666667
Dataset\images\3985.jpg,3,0.174603,0.698413
Dataset\images\3986.jpg,6,-0.547619,0.261905
Dataset\images\3987.jpg,7,-0.730159,0.642857
Dataset\images\399.jpg,5,-0.808169,0.440379
Dataset\images\3991.jpg,6,-0.405757,0.788547
Dataset\images\3993.jpg,1,0.769454,-0.116144
Dataset\images\3994.jpg,0,0.00793651,0.0238095
Dataset\images\3995.jpg,1,0.542005,-0.532327
Dataset\images\3996.jpg,0,0.0,-0.01294
Dataset\images\3998.jpg,7,-0.058072,0.730739
Dataset\images\4.jpg,2,-0.642857,-0.507936
Dataset\images\400.jpg,4,-0.18254,0.944444
Dataset\images\4001.jpg,5,-0.857143,0.492063
Dataset\images\4004.jpg,2,-0.595238,-0.273915
Dataset\images\4005.jpg,0,-0.0714286,-0.031746
Dataset\images\4007.jpg,6,-0.609756,0.706543
Dataset\images\4008.jpg,1,0.773235,0.156944
Dataset\images\4009.jpg,0,-0.222609,0.179055
Dataset\images\401.jpg,3,0.0241967,0.875919
Dataset\images\4010.jpg,7,-0.542937,0.662483
Dataset\images\4011.jpg,1,0.620119,0.0191395
Dataset\images\4013.jpg,0,0.00483933,0.014518
Dataset\images\4014.jpg,6,-0.421069,0.708161
Dataset\images\4015.jpg,6,-0.380952,0.722222
Dataset\images\4016.jpg,1,0.43554,0.0774293
Dataset\images\4018.jpg,7,-0.542005,0.585559
Dataset\images\4019.jpg,2,-0.698413,-0.349206
Dataset\images\402.jpg,2,-0.735579,-0.329075
Dataset\images\4020.jpg,7,-0.547918,0.662483
Dataset\images\4022.jpg,1,0.552899,0.204224
Dataset\images\4023.jpg,0,0.0774293,-0.387147
Dataset\images\4024.jpg,7,-0.459737,0.503291
Dataset\images\4025.jpg,3,0.377468,0.856562
Dataset\images\4027.jpg,2,-0.714286,-0.357143
Dataset\images\4028.jpg,6,-0.15528,0.435645
Dataset\images\4029.jpg,6,-0.301587,0.492063
Dataset\images\403.jpg,4,-0.029036,0.730739
Dataset\images\4031.jpg,2,-0.861725,-0.214186
Dataset\images\4033.jpg,6,-0.523809,0.142857
Dataset\images\4034.jpg,4,-0.0967867,0.813008
Dataset\images\4035.jpg,5,-0.730739,0.36295
Dataset\images\4036.jpg,0,0.101626,-0.00483933
Dataset\images\4037.jpg,3,0.469415,0.846883
Dataset\images\4039.jpg,7,-0.516917,0.493421
Dataset\images\4041.jpg,1,0.875919,0.14518
Dataset\images\4043.jpg,5,-0.865079,0.436508
Dataset\images\4044.jpg,2,-0.793651,-0.34127
Dataset\images\4046.jpg,2,-0.741891,-0.176846
Dataset\images\4047.jpg,7,-0.42351,0.485487
Dataset\images\4048.jpg,2,-0.826858,-0.239091
Dataset\images\405.jpg,7,-0.747998,0.484619
Dataset\images\4050.jpg,4,-0.164375,0.876669
Dataset\images\4054.jpg,5,-0.758994,0.504263
Dataset\images\4055.jpg,4,-0.0714286,0.515873
Dataset\images\4058.jpg,6,-0.407951,0.786233
Dataset\images\4059.jpg,0,0.0238095,0.0
Dataset\images\406.jpg,5,-0.130662,0.353271
Dataset\images\4060.jpg,4,-0.111111,0.904762
Dataset\images\4061.jpg,2,-0.724638,-0.241546
Dataset\images\4064.jpg,0,-0.421407,0.173831
Dataset\images\4065.jpg,4,-0.15276,0.774336
Dataset\images\4066.jpg,2,-0.531746,-0.246032
Dataset\images\4067.jpg,6,-0.329075,0.895277
Dataset\images\4068.jpg,5,-0.271164,0.522487
Dataset\images\407.jpg,6,-0.72166,0.421407
Dataset\images\4070.jpg,2,-0.626984,-0.269841
Dataset\images\4071.jpg,1,0.822687,0.120983
Dataset\images\4072.jpg,6,-0.443122,0.654762
Dataset\images\4074.jpg,5,-0.415282,0.203866
Dataset\images\4075.jpg,5,-0.611111,0.492063
Dataset\images\4076.jpg,5,-0.759775,0.425861
Dataset\images\4077.jpg,1,0.750097,0.087108
Dataset\images\4079.jpg,0,0.0153116,0.0114837
Dataset\images\4080.jpg,1,0.58184,0.00765579
Dataset\images\4081.jpg,6,-0.317715,0.539734
Dataset\images\4082.jpg,0,0.0,0.0301932
Dataset\images\4083.jpg,0,-0.0862664,-0.0388199
Dataset\images\4084.jpg,5,-0.592748,0.473202
Dataset\images\4086.jpg,4,-0.103175,0.777778
Dataset\images\4087.jpg,0,0.0238095,-0.015873
Dataset\images\4088.jpg,4,-0.106465,0.822687
Dataset\images\4089.jpg,7,-0.642857,0.738095
Dataset\images\4090.jpg,7,-0.295199,0.406504
Dataset\images\4091.jpg,2,-0.632111,-0.231774
Dataset\images\4092.jpg,3,-0.0919473,0.832365
Dataset\images\4093.jpg,7,-0.667828,0.662989
Dataset\images\4098.jpg,2,-0.150794,-0.380952
Dataset\images\4099.jpg,6,-0.34127,0.746032
Dataset\images\41.jpg,7,-0.643631,0.648471
Dataset\images\410.jpg,4,-0.0714286,-0.34127
Dataset\images\4100.jpg,6,-0.380952,0.785714
Dataset\images\4101.jpg,7,-0.638792,0.643631
Dataset\images\4102.jpg,3,0.29699,0.687104
Dataset\images\4104.jpg,3,-0.0483933,0.65331
Dataset\images\4105.jpg,1,0.742731,-0.0790139
Dataset\images\4106.jpg,5,-0.597729,0.473202
Dataset\images\4107.jpg,2,-0.865079,-0.357143
